title,overview,genres,rating
The Fulcrum,"A successful film artist plans to go to his hometown for his sister’s wedding, accompanied by a movie star. With his arrival, he is going to humiliate his hated fiancé, the fat man and the slacker Shurik. But a quarrel with the actress ruins not only all his plans, but also radically changes his life. A true story of a selfish macho's reassessment of values.","Drama, Romance",0.0
Godran,"Laila is forced to move to an old house in search of documents proving ownership of her mother, but there are many difficulties and dangers waiting for her to discover shocking facts about this house.","Thriller, Horror",8.8
The Mystic Nine Side Story: Four Belongs to Abelmoschus,"Before the young Chen Pi is Er Yuehong’s apprentice, he has become a killer due to a friend’s words, which ends up foreshadowing his fate. Chun Shen, the son of a fisherman, tragically witnesses Pao Tou of Abelmoschus Gang murders his entire family. He turns to Chen Pi and becomes his first customer. This marks the start of Chen Pi’s revenge for Chun Shen.",,7.8
Second Class Citizens,"The movie examines the lives of the not-so-fortunate dregs of society through absurdist comedy. The unfortunates of the title are mentally challenged people, some of whom could be termed insane - or merely inane.","Drama, Romance, Comedy",3.0
Something to Remember,"A bittersweet look at life’s many challenges, albeit as experienced by furry, feathered, and slimy creatures who sound and feel all too human.","Animation, Music",5.2
O' Money,"A wealthy man doing a business of money lending for high interest put his son to as a collector. But when he begins to love a girl who is one of his father customers, he tears up the lending contract, moves out of his father’s house and even joins the people demonstrating against his father for planning to build a condominium on people’s land. The father is very furious and challenges his son to a musical band competition: if his son wins, he will cancel all the loans contracts and will not build the condominium.","Comedy, Music, Romance",0.0
Sergeev Seeking Sergeev,"After researcher Yuri Sergeev fails to report to work, local police officer Ilya Sergeev opens an investigation into his disappearance.","Comedy, Adventure",8.5
The Chimp,"The Chimp is the nickname of a teenage boy (with large ears) who lives in the small town of Balyktchy, Kirghizstan, a former part of the USSR in central Asia. His family is being torn apart by his dad's alcoholism, his emotions are being torn as he sees his friends pair off into couples, and his job working on the railtracks is uninspiring.",Drama,4.9
"Call Sign ""Passenger""","Propaganda movie about the young artist Ryabinin who cannot stay away from the Russian invasion of  Donbass; he leaves his beloved girl in Moscow, a well-fed and calm life, and leaves for the civil war as a militia to capture the tragic events of Russian history and express feelings that only aroused anger in his bohemian environment; he loses his former attachments, “grows up“ and finds himself.","War, Drama",5.7
Gothika,"After a car crash, criminal psychologist Dr. Miranda Grey regains consciousness only to find that she's a patient in the same mental institution that currently employs her. She's been accused of murdering her husband Dr. Douglas Grey — but she has no memory of committing the crime. As she tries to regain her memory and convince her co-worker, Dr. Pete Graham, of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt.","Horror, Thriller, Mystery",6.117
Flop,A review of fiction about the life of Florencio Parravicini.,Comedy,5.7
MiLK,"A woman, born in a cowshed, grows up working a dairy farm.  Suffering under the gaze of her male coworkers,  she longs for the attention of the newspaper delivery boy.",Drama,7.8
Eagle Eye,"Jerry Shaw and Rachel Holloman are two strangers whose lives are suddenly thrown into turmoil by a mysterious woman they have never met. Threatening their lives and family, the unseen caller uses everyday technology to control their actions and push them into increasing danger. As events escalate, Jerry and Rachel become the country's most-wanted fugitives and must figure out what is happening to them.","Mystery, Thriller, Action",6.473
The Long Road Through the Maze,"The protagonists of the film, chekists Sasha Sizov and Ivan Shagin, take the confiscated jewels out of the city captured by the White Guards and deliver them to Kiev. Having returned to the city liberated by the Red Army, they expose a White Guard agent who has infiltrated the Cheka and take part in the defeat of Colonel Sherstev's gang.","Mystery, Adventure",8.0
Yes Man,"Carl Allen, a guy whose life is going nowhere, signs up for a self-help program based on one simple covenant: say yes to everything…and anything.","Comedy, Romance",6.682
A Generous Gesture,a young man trying to find his way to be an actor and he met with girl she also wants to be actress and they accused of murder of one director,"Comedy, Drama",6.0
Clover,Won the 8th Golden Horse Award for Best Color Art Design in 1970.,Romance,0.0
Michael McIntyre's Easter Night at the Coliseum,"The UK's top comedian Michael McIntyre hosts a jam-packed night of entertainment and variety from London's largest theatre, the stunning Coliseum.  In this Easter special, Michael presents the world's leading comedians, music superstars and jaw-dropping speciality acts as well as his own record-breaking comic talents.  Michael says: ""When I heard the BBC were making a show called Michael McIntyre's Easter Night At The Coliseum, I knew I had to be involved. The London Coliseum is a truly magnificent theatre and I will be hosting an array of talent befitting this magnificent venue. This will be a true variety show for all the family to enjoy. I can't wait...""","Comedy, Music",9.0
Stardom Dream Slam In Tokyo,"Stardom Dream Slam in Tokyo was a professional wrestling event promoted by World Wonder Ring Stardom (Stardom). It took place on March 28, 2018 at Korakuen Hall in Tokyo, Japan.",,0.0
Çaresizler,"When his wife is raped and murdered, Osman starts killing everyone on his path to find those responsible. In time, he becomes a powerful mob boss, but still continuing his search. When his enemies decide to hire a famous thug / fighter to get rid of him, he turns out to be Osman's long lost son.","Action, Drama",3.0
Entre la Tierra y el Cielo,"While collaborating with the Andean Condor Conservation Program, photographer Hernán Pepe meets a wise Quechua elder: Tayta Ullpu. For more than 20 years, they traveled through South America and Australia, among mountains, rivers, seas, condors, and whales. They shared conversations, medicines, and ceremonies, and he received his new name: Pacha Jap'iq, the one who captures time and space. Upon turning 49, a turning point in his relationship with Tayta led him to rethink his life, seeking to return home and rediscover himself.",Documentary,0.0
9 Seconds,"The year is 2010. The base of the Pacific Fleet of the Russian Federation. On the destroyer ""Bystry"" there is a breakthrough in the fuel pipeline with fuel oil. Short circuit, fire. There are 348 people on board. Aldar Tsydenzhapov, a 19-year-old sailor from Transbaikalia, who has dreamed of serving in the navy since childhood, like his grandfather, decides to resist the fire without hesitation.",Drama,7.0
Conspiracy of Terror,"A husband-and-wife detective team investigate the existence of lethal Satanic cults , while the husband battles with his Orthodox Jewish parents who haven't forgiven him for marrying a Gentile woman.","Drama, TV Movie, Comedy, Crime, Thriller, Horror",6.0
Great Sorrow,Jana is forced to live in a foster home and always dreams about family reunion.,"Drama, Family",5.0
The Last Day of Winter,Three young people meet by chance on their way to visit relatives imprisoned in a remote labor camp.,Drama,0.0
The Sixth Day,"Egypt, 1947: in the midst of a cholera outbreak. A washerwoman tries to take care of her family, while at the same time resisting the advances of a charming suitor who's half her age.",Drama,4.8
A Dubious Place,"A gruesome discovery is made outside a London cemetery one night. Meanwhile in Paris, Police Captain Adamsberg discovers a body chopped into pieces. Could there be a link?","Crime, Drama, Mystery, TV Movie",7.7
Stand by Me,"After learning that a boy their age has been accidentally killed near their rural homes, four Oregon boys decide to go see the body. On the way, Gordie,  Vern, Chris and Teddy encounter a mean junk man and a marsh full of leeches, as they also learn more about one another and their very different home lives. Just a lark at first, the boys' adventure evolves into a defining event in their lives.","Crime, Drama",7.852
Life in a Fishbowl,"Three tales of three people who have a lasting effect on one another.  A young writer whose career is skyrocketing finds himself in a stormy marriage. He divorces his wife after the death of their daughter, shuts himself from the outside world and drinks himself to death over a twenty-year period.",Drama,6.462
The Falling Dust,"A 50 year old journalist, son of a civil war hero, who died fighting for the right forces is shattered, when he recognizes him in a documentary, fighting for the communists. He starts searching for the truth, despite his family's objections, who fear that they will lose privileges if the status of the dead changes after the search.","Drama, Action",0.0
Milton Jones - Lion Whisperer,"Milton Jones, - you know the weird bloke with the shirts from Mock the Week. As well as star of the Michael McIntyre Roadshow, and the voice of 9 series for Radio 4 (including The Very World of Milton Jones and Another Case of Milton Jones) and all sorts of other radio and telly as well. Awards too. Well it s his new show with new stuff, not in his last show. Youtube him or something....",Comedy,0.0
School of Fine Arts,"An animated film in two parts, about the tragic fate of Estonian artist Ülo Sooster and about his work.","Animation, History, Documentary",0.0
Shinbi's Haunted House Special: The Red-Eyed Grim Reaper,A red-eyed curse has befallen the land once more. It is up to Hari and her friends to track down its source and save the world.,"Animation, Action, Fantasy, Adventure",0.0
Crazy Love,"Anastasia and Andrey are colleagues and lovers. The couple does not advertise their relationship, because the man is afraid of missing out on a promising position as head of the department. The girl realized a long time ago that for Andrey there is nothing more important than a career. He will stop at nothing to achieve his goal.",Drama,0.0
Loudspeaker,"Gathered together in a country house, seven friends play an entertaining game, in which participants have to read aloud all of their incoming text messages, and can only answer their calls using loudspeaker mode. They can’t even imagine what stunning surprises about each other they will discover.",Comedy,6.536
Memories,"Hyun-oh, who has the ability to remember dreams, meets new actress Joo-eun in his dream. The amazing truth that they come across...",Fantasy,3.2
Kings Can Do Everything,"On a visit to Russia, a young princess escapes her handlers for an adventure in the city.","Comedy, Romance, Adventure",3.5
Two-faced,"Karima lives a happy and stable life with her husband, Qadri, but during the lunar days her personality changes and she turns into a Bedouin personality because of a man's attempt to rape her on a moonlit night when she was young and she was wearing Bedouin acting clothes, so she goes to where the Bedouins live in the Haram Desert. She falls in love with Wael, who loves her back and marries her. Qadri becomes suspicious of his wife's behavior.","Drama, Thriller",0.0
I WeirDO,"Po-Ching is an OCD patient with serious symptoms of mysophobia. His ""quirkiness"" has also isolated him from the general public and people see him as a completely weirdo. Po-Ching goes out for grocery shopping on the 15th of each month. Someday, he meets another weirdo Chen Ching.","Romance, Comedy",6.0
Triple Frontier,"Struggling to make ends meet, former special ops soldiers reunite for a high-stakes heist: stealing $75 million from a South American drug lord.","Action, Thriller, Crime, Adventure",6.323
The King's Surrender,"Violent youth gangs and a police force way out of its depth. When a police operation goes awry and two policemen die, the powder keg threatens to ignite as the SWAT team knows only one goal: revenge - irrespective of the law.","Drama, Crime, Thriller",6.4
Porco Rosso,"In Italy in the 1930s, sky pirates in biplanes terrorize wealthy cruise ships as they sail the Adriatic Sea. The only pilot brave enough to stop the scourge is the mysterious Porco Rosso, a former World War I flying ace who was somehow turned into a pig during the war. As he prepares to battle the pirate crew's American ace, Porco Rosso enlists the help of spunky girl mechanic Fio Piccolo and his longtime friend Madame Gina.","Family, Comedy, Animation, Adventure",7.799
Morsi Wants a Chair,"The show is lyrical, exposed to social problems that have a political dimension, including that, with the love of people, we can fulfill all our dreams without the need for a chair or position, and this appears from the ""Morsi"" figure that Ahmed Badir embodies in a comic framework.","Comedy, Music",0.0
Die Schokoladenschnüffler,"A crime comedy directed by Jirí Menzel, based on a story by Edgar Wallace.","Crime, Comedy",5.0
Through the Fire,"The war caught Pavlik and his mother far from Leningrad, where they lived. Soon they found themselves in the territory occupied by the Nazis. When his mother was arrested on the traitor's denunciation, Pavlik went on foot to Leningrad. The partisan scout Savely brought the boy to his house, and two winters later Pavel, having matured, became a soldier and returned to Leningrad with a partisan supply train.","War, Drama",0.0
Box Room,"Jerry is a strange and solitary boy who lives with his young neglectful mother in a run down apartment. He spends his weekends hidden away in his bedroom making model figurines and watching TV alone. While investigating a damp stain on his bedroom wall, Jerry peels off some wallpaper, revealing a seductive alien orifice growing behind the plaster. After spending an ever increasing amount of time in his bedroom exploring and inspecting the alien creature, Jerry embarks on his first sexual experience. After numerous encounters between Jerry and the creature, it becomes pregnant. Filled with panic and guilt, Jerry attempts to abort the alien creature, leading to a horrific outcome which neither himself nor his mother will ever forget.","Science Fiction, Drama, Horror",5.8
Облако Грига,"With the help of his smartphone camera, the young director Grisha, an admirer of Tarkovsky and Kurosawa, creates an amazing video universe. After the first hundred thousand views, sponsors begin to come to him, offering to light up either a bookmaker's office or a pack of crackers in a new video. Choosing between creativity and money, Grisha commits a difficult act.",Drama,0.0
Midshipman Panin,"It is May 1912. Thirteen political prisoners are being tried in a naval fortress of Kronstadt. They are sentenced to death by hanging. A clandestine Bolshevik organization decides to free the prisoners during their transfer to the place of execution. Vasily Panin, a junker of a school of naval engineers, is one of those entrusted with this dangerous task.","Drama, War",5.0
Der Weihnachtskrieg,"The Wieland and Aschenbach families urgently need daycare places. Fortunately, the director of the municipal daycare center, Johannes Herder, is moving in right next door to them. However, there is only one free daycare place left. That's why every family is now trying to impress Herder. He uses the parents' eagerness to his advantage until the situation gets out of hand just before Christmas.",Comedy,4.5
The Cave of the Golden Rose 3,"The powerful evil wizard Tarabas gets knowledge about a prophecy that a king's child will defeat him. So he sends out his army of dead soldiers to kidnap all royal children. When the soldiers attack Fantaghiro's castle to steal the babies of her sisters, the battle seems to be lost until she discovers the secret to defeat the solders but by doing that she loses Romualdo. Now Fantaghiro must find the evil wizard Tarabas and convince him to break the spell and bring back Romualdo.","Adventure, Family, Fantasy, Romance",6.325
Story of a Human Heart,"Making another operation, Professor Krymov did not even guess what place this patient would occupy in his life. After some time, they will meet by chance in Yalta and realize that they are very necessary to each other. Only their attitude to love is completely different ...","Drama, Romance",0.0
Lure,"Lure tells the story of unstable post-grad student Rebecca Markowitz who is writing her doctorate on a convicted internet stalker. When a game of revenge enters the picture, Lure deepens and broadens until the story becomes something else entirely, a tale of desperation, release and redemption in the modern-day internet age.","Drama, Mystery, Thriller",0.0
The Storm in My Heart,"Jernanger is a tale about the tempered Eivind who isn't scared of anything- except love. Eivind, lives aboard a boat in the South of Norway. The boat lies low and lopsided in the water. Thirty years ago Eivind left his homestead and his teenage sweetheart behind, and he has not been back since. He was meant to go back when everything was honky-dory- only that never happened. Then young Kris appears...",Drama,6.1
Footprints in the Snow,The post-war years. Yakut hunter Bykadyrov discovers mysterious footprints in the taiga leading to a village where the head of a geological expedition has just been murdered. A group of state security officers arrives from Moscow to investigate the crime.,"Action, Crime, Adventure",0.0
Children of the Corn III: Urban Harvest,"After a couple adopts a pair of orphaned brothers, it becomes alarmingly clear the boys are much more than they seem.","Horror, Thriller",4.69
Who Read Chekhov?,"The forty-year-old actor, who is going through a difficult divorce, is gaining a course in a theater workshop. Gradually, acting trainings become similar to psychotherapy sessions. One day everything gets out of hand.",Drama,0.0
Partners in Crime,"An ordinary day in an ordinary campus, a girl who was loved by everyone killed herself. Everyone is asking why, but no one knows the truth, except these three: a good student, a bad student, and a weird student. For they know the truth of this incident, they decide to do something unordinary for her, as a revenge. They are the partners in crime. However, with the discovery of the girl’s secret diary, we are about to journey back to our high school lives. As an old saying goes, “High school never ends!”","Thriller, Mystery",5.9
Beethoven's 2nd,"Beethoven is back -- and this time, he has a whole brood with him now that he's met his canine match, Missy, and fathered a family. The only problem is that Missy's owner, Regina, wants to sell the puppies and tear the clan apart. It's up to Beethoven and the Newton kids to save the day and keep everyone together.","Family, Comedy",5.56
Chef's Life Is Available,While visiting the old pub Andrey suddenly gets an opportunity to try to live somebody's else life. Available for rent is a life of famous chef and restaurants owner...,"Thriller, Drama, Fantasy",8.5
Steirermord,"Dan-Linh, Count Otto's future wife, is kidnapped. He immediately agrees to pay, but when he hands over the money, he finds Dan-Linh dead in the car. The whole family immediately becomes suspects for the two investigators. Envy, hatred and resentment were the feelings that the family had towards Dan-Linh, but which of the dear family was prepared to commit murder?",Crime,7.0
After Sundown,"To control their fate and avert a tragedy foretold by a mystic, two men must live under one roof — but a vicious spirit threatens their bond.","Horror, Romance, Drama, Mystery",8.3
The Cart,"A cart is rolling along the endless road with no-one on aboard, with no horse or engine, or even sails - just the wheels turning by themselves. There are different people it rolls by, and there are different reactions it leaves behind.",Drama,3.0
Raúl Juliá: The World’s a Stage,"Raúl Juliá: The World’s a Stage is a warm and revealing portrait of the charismatic, groundbreaking actor’s journey from his native Puerto Rico to the creative hotbed of 1960s New York City, to prominence on Broadway and in Hollywood. Filled with passion, determination and joy, Juliá’s brilliant and daring career was tragically cut short by his untimely death at age 54.",Documentary,0.0
Genghis Khan - Rider of the Apocalypse,"Genghis Khan, ruthless leader of the Mongols and sovereign over the vastest empire ever ruled by a single man, was both god and devil - not just in the Middle Ages, but for centuries to come.",,0.0
"Open, Santa Claus!","Young unmarried Zhenya and her little son Grisha are preparing for the New Year. Grisha really hopes that Santa Claus will come to visit them. Zhenya also has a dream that sooner or later she will meet a man whom she will love and who will be her son’s father. On New Year's Eve, old friends come to Zhenya — the Ogurtsov couple and the Kalinkin couple. They noisily see off the old year, after which Zhenya tries to put her son to bed. But Grisha does not want to sleep - he was determined to wait for Santa Claus. And, to mom’s great surprise, Santa Claus comes! Although no one called him ...","Romance, Comedy",0.0
That's Love!,A funny comedy about the unforgettable adventures of two young Moscow girls.,"Comedy, Romance",8.0
A Useful Ghost,"After dying from a respiratory disease, a mother's spirit possesses a vacuum cleaner to protect her husband when he begins showing the same symptoms.","Comedy, Drama, Fantasy",5.0
Rytsar Kennet,A film following Richard the Lion-Hearted and the knight Kenneth,"Action, History, War",0.0
Akado,"The wife has bought a new TV and asks Evgeni to connect it to the cable net- work and fix it on the wall, so she can watch “Let’s Talk”. Evgeni finds online the phone number of a specialist for TV installation who comes with a delay of two hours. Evgeni first notices blood on his clothes and on his tools, and then recog- nizes in him the hero of a documentary film about serial murderers.","Comedy, Thriller, Horror, Family",7.0
Blood on the Nameless River,"During Korean War Chinese veteran Du Chuan was ordered to reorganize the reconnaissance platoon to carry out the mission of raiding deep behind enemy lines. In order to survive the main force, the Volunteer Army's third reconnaissance platoon risked their lives in the attack, forged with fearless courage and the belief of living towards death. A Great Wall of flesh and blood was erected to block the enemy's torrent of steel.","Drama, War",4.0
Mr. 365,"When workaholic reality TV producer Sophie starts working on a holiday-season show about Will, a wildly sexy guy who celebrates Christmas every day of the year, she finds herself falling for her mysterious, unlikely new star, renewing her long-lost faith in Xmas in the process.","TV Movie, Romance",6.2
The Compact Density of Stone,The film passes through two periods of Deng Xiaoping serving as the Secretary of Ruijin County Party Committee in 1930 and his comeback in 1973.,,0.0
The Gift,"On Simon's 29th birthday his father Mogens, who has not been part of his and his older brother Jens' lives for many years, suddenly turns up - declaring that he wants to give him a sports car. Mogens is mentally ill and has been in and out of hospital for years, and as he becomes more and more agitated and violent, Jens has to take him back to the hospital. However Mogens manages to talk Jens into helping him find the car. For one day and one night the two of them drive around Copenhagen looking for the car, and the trip becomes a moving odyssey where father and son will finally get to know one another.",Drama,3.8
Сказочные выходные,An ordinary Russian family goes to a digital detox hotel in the Murom region on the day when hordes of fabulous monsters suddenly begin to materialize in the real world. The only weapon against them is a mobile application.,"Family, Comedy, Fantasy, Adventure",0.0
Alaska,A friendly dinner party turns cold when a possible poisoning spoils the mood.,Comedy,0.0
You Shouldn't Be Here,"A group of young amateurs participants in chats begin a risky game, attracted by the mysterious personality of a surfer. In one of these adventures, one of them dies. Then begins a nightmare of suspicion between them.","Horror, Thriller",4.0
The Assessment,"In a climate change-ravaged world, a utopian society optimizes life, including parenthood assessments. A successful couple faces scrutiny by an evaluator over seven days to determine their fitness for childbearing.","Science Fiction, Drama, Thriller",6.8
Das Glück läuft hinterher,"Follows the life of several different people in 1960s in Germany for a few days. The story begins, when a juvenile criminal steals an old woman's handbag in a post office and throws it into a parking car, when he feels observed. But there was a lot of money in that bag, and thereby a dozen fortunes become entwined.","Drama, Crime",0.0
Auf dem Grund,"Swim coach Anne trains her niece Juli for a state championship, sparking clashes with Juli’s mother, Anne’s sister Miriam, who fears Anne’s strict methods stem from her own abrupt, mysterious career halt years ago. At their mother’s 65th birthday, old secrets surface, triggering Anne’s panic attacks - visions of a shadow beneath the pool. Haunted by past disorientation at a key race, Anne must confront her fears to uncover the truth.","Drama, TV Movie",5.0
The Slacker 2,"The protagonist of the film is a very famous boxer in the past, now he works as an ordinary security guard in a jewelry store and is deeply in love with an employee of this store, whose name is Katerina. But once his beloved woman was undeservedly insulted, and the former boxer, like a true knight and man, intercedes for his beautiful lady and quarrels with very influential people of the city.",Comedy,7.2
How to Ignite the Extinguished Fire,Valentin is trying his best to make the world a better place by inventing unusual devices. They help people solve any everyday problems. But Valentine's main problem is a broken heart. And he decides to invent something that will allow him to return his ex-wife.,Drama,0.0
Love on Schedule,The main character of the film has always considered herself happy in marriage. But one day she finds out that her husband in another city has a family.,Romance,0.0
Hockey Dads,"Andrey is the coach of a children's hockey team in a small provincial town. The hero's measured life is disrupted by the news that the only ice palace in the city, where he trains children, is going to be demolished. The only way to save him is to win an amateur hockey tournament. Andrey has only a few months to assemble a team and prepare it for the games. Fathers of little hockey players decide to take to the ice themselves and fight for the future of their children.","Family, Drama",10.0
Our Love kangaroo,"A young man who works for a freight forwarding agency finds himself responsible for a shipment of real live Kangaroos instead of small statues of Kangaroos. He has to look after the animals himself until he can find their owner, with the help of a pretty young vet.",,2.4
The Easy Way Out,"Patrick, a travel agent in his early 30s, lives with Arthur, an immigration lawyer; but for a long time, Patrick has been sleeping on an air mattress on the floor of their bedroom. His younger brother, Tony, plans to marry his high school sweetheart but is having an affair that is far more satisfying than his relationship with his fiancee. Their older brother, Ryan, is divorced, living at home and working at his parents’ hopelessly unprofitable men’s clothing store. And McCauley soon makes achingly clear that the parents’ marriage is far from happy.",Comedy,5.131
Confusion of Feelings,A young man tries to make everybody happy including the girl he's in love with and her divorcing parents.,"Drama, Romance",3.8
Liza and All the Others,"Lisa: A 25 years old pretty girl. She lives alone and works at the magazine Cosmopolitan. She is disappointed by the relations with men. She has a relation with a guy called Giannis, who is not that interested in her. Until one day, when she meets Paris ...","Romance, Comedy",4.2
Courtesy Call,"Four parallel stories: ""Ship"", ""Port"", ""Pompeia"" and ""Theater"" are connected with the fate of the captain of a training warship Andrei Glebov, who visited a foreign port city.",Drama,7.0
"Vienna, City of My Dreams","In the made-up country of Alanien, King Alexander I has been overthrown while abroad. Now, he's in Vienna with his daughter, the city of his fondest memories since studying there as a boy. It doesn't take long for the charm of Vienna to work its magic on the former king: he quickly comes to terms with the new situation and is able to enjoy the Austrian capital sans all the ceremony and trappings which would otherwise accompany him on a state visit. The princess is content with preparing herself for a career as a pianist concert, while the former king takes a job as a chauffeur in the embassy of the country he once ruled. The revolutionaries are shocked; and his days in Vienna are numbered.","Romance, Music, Comedy",5.5
Christmas. You're Not Alone,"Marta, an ordinary girl from an orphanage, has no parents and above all dreams of a family. She is convinced that she lacks something to be adopted by her parents. Due to certain circumstances, the girl finds herself in the world of fantastic Christmas spirits who promise to give her the necessary qualities and make her dream come true.","Music, Family, Fantasy, TV Movie",0.0
Shaun Micallef's World Around Him,"Shaun Micallef's World Around Him was an Australian sketch comedy television special. Its title is a parody of the Australian documentary series The World Around Us. Airing on the Seven Network in 1996, the special provided a major stepping stone for comedian Shaun Micallef. The show helped to develop much of the style and content of Micallef's successful sketch-comedy series The Micallef Program which began airing on the ABC in 1998.",Comedy,0.0
Height of the Wave,"Yeon-su, the police officer, is dispatched to an island and starts to witness strange situations. Yae-un, who lives in the island after she lost her parents when she was young, and the others´ behavior terrifies Yeon-su. Film director Park who constantly focused on stories related to human greed and collapse, deeply explores the guilt of human and the possibility of redemption again.",Drama,5.4
Kai shan de ren,The Man Who Excavating a Tunnel,Drama,0.0
Samaritan,"Thirteen year old Sam Cleary suspects that his mysteriously reclusive neighbor Mr. Smith is actually the legendary vigilante Samaritan, who was reported dead 25 years ago. With crime on the rise and the city on the brink of chaos, Sam makes it his mission to coax his neighbor out of hiding to save the city from ruin.","Science Fiction, Crime, Action",6.678
Flightplan,"Flying at 40,000 feet in a state-of-the art aircraft that she helped design, Kyle Pratt's 6-year-old daughter Julia vanishes without a trace. Or did she? No one on the plane believes Julia was ever onboard. And now Kyle, desperate and alone, can only count on her own wits to unravel the mystery and save her daughter.","Thriller, Drama, Mystery",6.458
The Omen,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil.","Horror, Thriller",7.407
God's Gift,"Nikita Dmitrievich Golovlev, a successful businessman, while celebrating his granddaughter’s birthday, receives a strange telegram: “I’m coming with my daughter Victoria. Your greatest love."" A stormy showdown begins between Nikita Dmitrievich and his wife. Then the son quarrels with his daughter-in-law, and as a result, the granddaughter, whom everyone has forgotten about, leaves the house wherever she goes. Never before has she wanted to die so much... She is saved by a random acquaintance who explains what the Gift of God is.",Drama,0.0
Touches on the V. I. Lenin's Portrait,Life and works of V.I. Lenin during the difficult period for the country of 1918.,"History, Drama, TV Movie",0.0
I Survived a Zombie Holocaust,"From the land of early Peter Jackson comes another Braindead movie in bad taste. It’s the third day of shooting the low budget horror ‘Tonight They Come’ on location in the wilds of New Zealand. Director SMP is already beside himself having to work with a self-obsessed leading man and a bimbo actress when into his line of fire comes a new runner, wannabe screenwriter Wesley Pennington. Clearly an accident-prone nerd, Wesley nevertheless tries his best to fit in with the crazed cast and demented crew while falling head over heels for Susan, the set caterer. But something nasty has entered the local water supply and suddenly the zombie extras start acting like genuine members of the living dead, gore stunts looks even more authentic and actual severed limbs fly. Reel life turns real as Wesley attempts to save the day while ensuring his latest script will get made.","Comedy, Horror",5.205
Aleksandra,"Саша — фельдшер Скорой помощи. Вся ее жизнь подчинена работе и заботе о муже Романе. Саша и не думает о развлечениях, встречах с подругами и покупках. Все тяжело заработанные деньги она тратит на любимого супруга, а в выходные пишет за него курсовые. Ведь Роман учится в институте, правда, в основном он весело проводит время с друзьями. И вот наступит момент, когда Роману станет скучно с домашней Сашей, и главной героине придется начинать жизнь с «чистого листа» — без мужа и для себя.","Romance, Drama",0.0
An Affair: My Friend's Mom,A young mother takes interest in her friend's son. Her interest in him makes her forget herself and drives her to pursue him.,"Romance, Drama",4.0
Hannah,"The dynamic PR-agent Hannah is starting up her dream-job in the Hochstedt Company producing toys and soon falls in love with her firm's junior executive director, Wolfgang. But while Hannah is still totally immersed in this passionate love affair, she unknowingly and progressively gets caught in a web of danger. Behind the harmless dolls and teddy-bears produced by the company a deadly secret is revealed. And for Hannah, the game of love suddenly turns bloody.",Thriller,7.0
The Imp,Shan is in search of her twin sister who disappeared leaving nothing more than a native doll. Along the way she meets a mobile film crew. They discover that something isn't quite right with the boarding house in which they're staying.,Horror,5.4
Love Never Dies,"An urban movie that integrates love, action, fantasy, suspense, and black humor. A traffic jam reveals the fate of a group of people: a drug dealer, Rashomon (Wu Zhenyu), Clockwork (Chen Zhipeng) and Yixiu (Wu Junyu).",,0.0
The State Counsellor,"Third film based on Boris Akunin's ""Priklucheniya Erasta Petrovicha Fandorina"" series of novels. On a train from St. Petersburg to Moscow general Khrapov was killed and no one else but Erast Petrovich is under suspicion because the killer pretended to be Fandorin. There are initials BG on the handle of the knife Khrapov was stabbed with, the initials belong to a terrorist organization which keeps both capital cities (Moscow and St. Petersburg) in fear. This time Fandorin is not the only one trying to solve the crime, general Pozharski, a famous detective takes over the investigation...","Action, Crime, Mystery",5.7
Zarnitsa,"16-year-old Alice, a lively and talented girl, gets into the cadet corps for boys and girls and falls in love with her classmate Andrey. But Andrey does not tolerate competition and Alice will have to make a choice: victory in military competitions or the love of a guy.",Drama,5.179
Sleepers,Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes.,"Crime, Drama, Thriller",7.602
The Way Home,"Andrei, a member of a group of Soviet troops in Germany, is ordered to return to Russia. It remains only to buy a car and, together with his beloved wife Marina, hit the road home by car.  At one of the sections of the road, the spouses are stopped by police captain Malkov for checking documents. In the same second, bandits appear from nowhere and attack the passengers of a brand new foreign car. In an unequal battle, Marina dies, and Andrei is seriously injured.  The hero still finds the strength to get to the nearest police station to report a crime. But the first who catches his eye is Malkov himself. Realizing that all efforts are in vain, Andrei leaves. However, the bandits are already aware of the surviving witness of the attack on the road, and they begin to hunt for the officer. Now he is alone against the whole gang.","Action, Crime",0.0
The Wind in the Willows: A Tale of Two Toads,"Designed with young audiences in mind, this award-winning animated film (created with labor-intensive stop-motion techniques) brings Kenneth Grahame's classic children's book to life. When the villainous Weasel and his crew of thugs kidnap an unsuspecting Toad and send an impostor to take over Toad Hall, Badger, Rat and Mole aren't fooled. But can they figure out a way to save their friend before it's too late?","Family, Animation",5.0
Blue Velvet,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.","Mystery, Thriller, Crime, Drama",7.606
"Thy Will, O Lord!","The film's characters are Pavel, a successful rake journalist who writes on acute Perestroika topics, and an intelligent but free woman (a doctor by profession) who is trying to escape from unnecessary love. A chance acquaintance becomes the beginning of their long difficult relationship on the way to love and mutual understanding.",Romance,0.0
